Sample_name,Body_site,Biome
smpl700114769,L_Retroauricular crease,Skin
smpl700114771,R_Retroauricular crease,Skin
smpl700114773,L_Antecubital fossa,Skin
smpl700114775,R_Antecubital fossa,Skin
smpl700114777,Anterior nares,Skin
smpl700114779,Saliva,Oral
smpl700114783,Tongue dorsum,Oral
smpl700114785,Hard palate,Oral
smpl700114787,Buccal mucosa,Oral
smpl700114789,Attached/Keratinized gingiva,Oral
smpl700114791,Palatine Tonsils,Oral
smpl700114793,Throat,Oral
smpl700114795,Supragingival plaque,Oral
smpl700114797,Subgingival plaque,Oral
smpl700114818,Stool,Stool
smpl700114820,L_Retroauricular crease,Skin
smpl700114822,R_Retroauricular crease,Skin
smpl700114826,R_Antecubital fossa,Skin
smpl700114828,Anterior nares,Skin
smpl700114830,Vaginal introitus,Vaginal
smpl700114832,Mid vagina,Vaginal
smpl700114834,Posterior fornix,Vaginal
smpl700114836,Saliva,Oral
smpl700114840,Tongue dorsum,Oral
smpl700114842,Hard palate,Oral
smpl700114844,Buccal mucosa,Oral
smpl700114846,Attached/Keratinized gingiva,Oral
smpl700114848,Palatine Tonsils,Oral
smpl700114850,Throat,Oral
smpl700114852,Supragingival plaque,Oral
smpl700114854,Subgingival plaque,Oral
smpl700114872,Stool,Stool
smpl700114874,L_Retroauricular crease,Skin
smpl700114876,R_Retroauricular crease,Skin
smpl700114878,L_Antecubital fossa,Skin
smpl700114880,R_Antecubital fossa,Skin
smpl700114882,Anterior nares,Skin
smpl700114888,Tongue dorsum,Oral
smpl700114890,Hard palate,Oral
smpl700114892,Buccal mucosa,Oral
smpl700114894,Attached/Keratinized gingiva,Oral
smpl700114896,Palatine Tonsils,Oral
smpl700114898,Throat,Oral
smpl700114900,Supragingival plaque,Oral
smpl700114902,Subgingival plaque,Oral
smpl700114923,L_Retroauricular crease,Skin
smpl700114925,R_Retroauricular crease,Skin
smpl700114927,L_Antecubital fossa,Skin
smpl700114929,R_Antecubital fossa,Skin
smpl700114931,Anterior nares,Skin
smpl700114933,Vaginal introitus,Vaginal
smpl700114935,Mid vagina,Vaginal
smpl700114937,Posterior fornix,Vaginal
smpl700114939,Stool,Stool
smpl700114941,Saliva,Oral
smpl700114945,Tongue dorsum,Oral
smpl700114947,Hard palate,Oral
smpl700114949,Buccal mucosa,Oral
smpl700114951,Attached/Keratinized gingiva,Oral
smpl700114953,Palatine Tonsils,Oral
smpl700114955,Throat,Oral
smpl700114957,Supragingival plaque,Oral
smpl700114959,Subgingival plaque,Oral
smpl700114977,Stool,Stool
smpl700114979,L_Retroauricular crease,Skin
smpl700114981,R_Retroauricular crease,Skin
smpl700114983,L_Antecubital fossa,Skin
smpl700114985,R_Antecubital fossa,Skin
smpl700114987,Anterior nares,Skin
smpl700114993,Tongue dorsum,Oral
smpl700114995,Hard palate,Oral
smpl700114997,Buccal mucosa,Oral
smpl700114999,Attached/Keratinized gingiva,Oral
smpl700116005,Tongue dorsum,Oral
smpl700116007,Hard palate,Oral
smpl700116009,Buccal mucosa,Oral
smpl700116011,Attached/Keratinized gingiva,Oral
smpl700116013,Palatine Tonsils,Oral
smpl700116015,Throat,Oral
smpl700116017,Supragingival plaque,Oral
smpl700116019,Subgingival plaque,Oral
smpl700116021,L_Retroauricular crease,Skin
smpl700116023,R_Retroauricular crease,Skin
smpl700116025,L_Antecubital fossa,Skin
smpl700116045,Stool,Stool
smpl700116047,L_Retroauricular crease,Skin
smpl700116049,R_Retroauricular crease,Skin
smpl700116055,Anterior nares,Skin
smpl700116057,Saliva,Oral
smpl700116061,Tongue dorsum,Oral
smpl700116063,Hard palate,Oral
smpl700116065,Buccal mucosa,Oral
smpl700116067,Attached/Keratinized gingiva,Oral
smpl700116069,Palatine Tonsils,Oral
smpl700116073,Supragingival plaque,Oral
smpl700116075,Subgingival plaque,Oral
smpl700116096,Stool,Stool
smpl700116098,L_Retroauricular crease,Skin
smpl700116100,R_Retroauricular crease,Skin
smpl700116102,L_Antecubital fossa,Skin
smpl700116104,R_Antecubital fossa,Skin
smpl700116106,Anterior nares,Skin
smpl700116108,Vaginal introitus,Vaginal
smpl700116110,Mid vagina,Vaginal
smpl700116112,Posterior fornix,Vaginal
smpl700116114,Saliva,Oral
smpl700116118,Tongue dorsum,Oral
smpl700116120,Hard palate,Oral
smpl700116122,Buccal mucosa,Oral
smpl700116124,Attached/Keratinized gingiva,Oral
smpl700116126,Palatine Tonsils,Oral
smpl700116128,Throat,Oral
smpl700116130,Supragingival plaque,Oral
smpl700116132,Subgingival plaque,Oral
smpl700116150,L_Retroauricular crease,Skin
smpl700116152,R_Retroauricular crease,Skin
smpl700116158,Anterior nares,Skin
smpl700116164,Tongue dorsum,Oral
smpl700116166,Hard palate,Oral
smpl700116170,Attached/Keratinized gingiva,Oral
smpl700116172,Palatine Tonsils,Oral
smpl700116174,Throat,Oral
smpl700116178,Subgingival plaque,Oral
smpl700116259,Tongue dorsum,Oral
smpl700116261,Hard palate,Oral
smpl700116263,Buccal mucosa,Oral
smpl700116265,Attached/Keratinized gingiva,Oral
smpl700116267,Palatine Tonsils,Oral
smpl700116269,Throat,Oral
smpl700116271,Supragingival plaque,Oral
smpl700116273,Subgingival plaque,Oral
smpl700116275,Stool,Stool
smpl700116277,L_Retroauricular crease,Skin
smpl700116279,R_Retroauricular crease,Skin
smpl700116281,L_Antecubital fossa,Skin
smpl700116285,Anterior nares,Skin
smpl700116306,Saliva,Oral
smpl700116310,Tongue dorsum,Oral
smpl700116312,Hard palate,Oral
smpl700116314,Buccal mucosa,Oral
smpl700116316,Attached/Keratinized gingiva,Oral
smpl700116318,Palatine Tonsils,Oral
smpl700116320,Throat,Oral
smpl700116322,Supragingival plaque,Oral
smpl700116324,Subgingival plaque,Oral
smpl700116326,Stool,Stool
smpl700116328,L_Retroauricular crease,Skin
smpl700116330,R_Retroauricular crease,Skin
smpl700116336,Anterior nares,Skin
smpl700116338,Vaginal introitus,Vaginal
smpl700116340,Mid vagina,Vaginal
smpl700116342,Posterior fornix,Vaginal
smpl700116411,Saliva,Oral
smpl700116415,Tongue dorsum,Oral
smpl700116419,Buccal mucosa,Oral
smpl700116421,Attached/Keratinized gingiva,Oral
smpl700116423,Palatine Tonsils,Oral
smpl700116427,Supragingival plaque,Oral
smpl700116429,Subgingival plaque,Oral
smpl700116431,Stool,Stool
smpl700116441,Anterior nares,Skin
smpl700116445,Mid vagina,Vaginal
smpl700116468,Stool,Stool
smpl700116470,L_Retroauricular crease,Skin
smpl700116472,R_Retroauricular crease,Skin
smpl700116476,R_Antecubital fossa,Skin
smpl700116478,Anterior nares,Skin
smpl700116480,Vaginal introitus,Vaginal
smpl700116482,Mid vagina,Vaginal
smpl700116484,Posterior fornix,Vaginal
smpl700116486,Saliva,Oral
smpl700116490,Tongue dorsum,Oral
smpl700116492,Hard palate,Oral
smpl700116502,Supragingival plaque,Oral
smpl700116504,Subgingival plaque,Oral
smpl700116522,Stool,Stool
smpl700116524,L_Retroauricular crease,Skin
smpl700116534,Saliva,Oral
smpl700116538,Tongue dorsum,Oral
smpl700116540,Hard palate,Oral
smpl700116544,Attached/Keratinized gingiva,Oral
smpl700116546,Palatine Tonsils,Oral
smpl700116548,Throat,Oral
smpl700116550,Supragingival plaque,Oral
smpl700116552,Subgingival plaque,Oral
smpl700116570,Saliva,Oral
smpl700116574,Tongue dorsum,Oral
smpl700116576,Hard palate,Oral
smpl700116578,Buccal mucosa,Oral
smpl700116580,Attached/Keratinized gingiva,Oral
smpl700116582,Palatine Tonsils,Oral
smpl700116584,Throat,Oral
smpl700116586,Supragingival plaque,Oral
smpl700116588,Subgingival plaque,Oral
smpl700116590,L_Retroauricular crease,Skin
smpl700116592,R_Retroauricular crease,Skin
smpl700116598,Anterior nares,Skin
smpl700116600,Stool,Stool
smpl700116678,Saliva,Oral
smpl700116682,Tongue dorsum,Oral
smpl700116688,Attached/Keratinized gingiva,Oral
smpl700116694,Supragingival plaque,Oral
smpl700116702,R_Retroauricular crease,Skin
smpl700116710,Vaginal introitus,Vaginal
smpl700116712,Mid vagina,Vaginal
smpl700116738,Hard palate,Oral
smpl700116740,Buccal mucosa,Oral
smpl700116746,Throat,Oral
smpl700116748,Supragingival plaque,Oral
smpl700116750,Subgingival plaque,Oral
smpl700116758,R_Antecubital fossa,Skin
smpl700116760,Anterior nares,Skin
smpl700116762,Stool,Stool
smpl700116876,Buccal mucosa,Oral
smpl700116878,Attached/Keratinized gingiva,Oral
smpl700116880,Palatine Tonsils,Oral
smpl700116884,Supragingival plaque,Oral
smpl700116886,Subgingival plaque,Oral
smpl700116888,Stool,Stool
smpl700116890,L_Retroauricular crease,Skin
smpl700116892,R_Retroauricular crease,Skin
smpl700116896,R_Antecubital fossa,Skin
smpl700116900,Saliva,Oral
smpl700116904,Tongue dorsum,Oral
smpl700116906,Hard palate,Oral
smpl700116931,Tongue dorsum,Oral
smpl700116933,Hard palate,Oral
smpl700116935,Buccal mucosa,Oral
smpl700116937,Attached/Keratinized gingiva,Oral
smpl700116939,Palatine Tonsils,Oral
smpl700116943,Supragingival plaque,Oral
smpl700116947,Stool,Stool
smpl700116949,L_Retroauricular crease,Skin
smpl700116951,R_Retroauricular crease,Skin
smpl700116957,Anterior nares,Skin
smpl700116961,Mid vagina,Vaginal
smpl700116984,L_Retroauricular crease,Skin
smpl700116988,L_Antecubital fossa,Skin
smpl700116994,Vaginal introitus,Vaginal
smpl700116998,Posterior fornix,Vaginal
smpl700117000,Stool,Stool
smpl700117002,Saliva,Oral
smpl700117006,Tongue dorsum,Oral
smpl700117008,Hard palate,Oral
smpl700117010,Buccal mucosa,Oral
smpl700117012,Attached/Keratinized gingiva,Oral
smpl700117014,Palatine Tonsils,Oral
smpl700117016,Throat,Oral
smpl700117018,Supragingival plaque,Oral
smpl700117020,Subgingival plaque,Oral
smpl700117038,Saliva,Oral
smpl700117042,Tongue dorsum,Oral
smpl700117044,Hard palate,Oral
smpl700117046,Buccal mucosa,Oral
smpl700117048,Attached/Keratinized gingiva,Oral
smpl700117050,Palatine Tonsils,Oral
smpl700117052,Throat,Oral
smpl700117054,Supragingival plaque,Oral
smpl700117056,Subgingival plaque,Oral
smpl700117058,Stool,Stool
smpl700117060,L_Retroauricular crease,Skin
smpl700117062,R_Retroauricular crease,Skin
smpl700117064,L_Antecubital fossa,Skin
smpl700117066,R_Antecubital fossa,Skin
smpl700117068,Anterior nares,Skin
smpl700117086,Stool,Stool
smpl700117088,L_Retroauricular crease,Skin
smpl700117090,R_Retroauricular crease,Skin
smpl700117096,Anterior nares,Skin
smpl700117098,Saliva,Oral
smpl700117102,Tongue dorsum,Oral
smpl700117104,Hard palate,Oral
smpl700117106,Buccal mucosa,Oral
smpl700117108,Attached/Keratinized gingiva,Oral
smpl700117110,Palatine Tonsils,Oral
smpl700117112,Throat,Oral
smpl700117114,Supragingival plaque,Oral
smpl700117116,Subgingival plaque,Oral
smpl700117139,R_Retroauricular crease,Skin
smpl700117145,Anterior nares,Skin
smpl700117147,Vaginal introitus,Vaginal
smpl700117153,Saliva,Oral
smpl700117159,Hard palate,Oral
smpl700117161,Buccal mucosa,Oral
smpl700117163,Attached/Keratinized gingiva,Oral
smpl700117165,Palatine Tonsils,Oral
smpl700117169,Supragingival plaque,Oral
smpl700117171,Subgingival plaque,Oral
smpl700117173,Stool,Stool
smpl700117194,Saliva,Oral
smpl700117198,Tongue dorsum,Oral
smpl700117200,Hard palate,Oral
smpl700117202,Buccal mucosa,Oral
smpl700117204,Attached/Keratinized gingiva,Oral
smpl700117206,Palatine Tonsils,Oral
smpl700117208,Throat,Oral
smpl700117210,Supragingival plaque,Oral
smpl700117212,Subgingival plaque,Oral
smpl700117214,Stool,Stool
smpl700117216,L_Retroauricular crease,Skin
smpl700117218,R_Retroauricular crease,Skin
smpl700117224,Anterior nares,Skin
smpl700117226,Vaginal introitus,Vaginal
smpl700117228,Mid vagina,Vaginal
smpl700117230,Posterior fornix,Vaginal
smpl700117251,Vaginal introitus,Vaginal
smpl700117253,Mid vagina,Vaginal
smpl700117267,Stool,Stool
smpl700117269,Tongue dorsum,Oral
smpl700117273,Buccal mucosa,Oral
smpl700117277,Palatine Tonsils,Oral
smpl700117279,Throat,Oral
smpl700117281,Supragingival plaque,Oral
smpl700117283,Subgingival plaque,Oral
smpl700117305,L_Retroauricular crease,Skin
smpl700117319,Tongue dorsum,Oral
smpl700117323,Buccal mucosa,Oral
smpl700117325,Attached/Keratinized gingiva,Oral
smpl700117327,Palatine Tonsils,Oral
smpl700117331,Supragingival plaque,Oral
smpl700117335,Stool,Stool
smpl700117353,L_Retroauricular crease,Skin
smpl700117355,R_Retroauricular crease,Skin
smpl700117359,R_Antecubital fossa,Skin
smpl700117361,Anterior nares,Skin
smpl700117363,Saliva,Oral
smpl700117367,Tongue dorsum,Oral
smpl700117371,Buccal mucosa,Oral
smpl700117373,Attached/Keratinized gingiva,Oral
smpl700117375,Palatine Tonsils,Oral
smpl700117377,Throat,Oral
smpl700117379,Supragingival plaque,Oral
smpl700117383,Stool,Stool
smpl700117401,Saliva,Oral
smpl700117405,Tongue dorsum,Oral
smpl700117407,Hard palate,Oral
smpl700117413,Palatine Tonsils,Oral
smpl700117415,Throat,Oral
smpl700117417,Supragingival plaque,Oral
smpl700117419,Subgingival plaque,Oral
smpl700117421,L_Retroauricular crease,Skin
smpl700117423,Stool,Stool
smpl700117425,R_Retroauricular crease,Skin
smpl700117449,Saliva,Oral
smpl700117453,Tongue dorsum,Oral
smpl700117455,Hard palate,Oral
smpl700117459,Attached/Keratinized gingiva,Oral
smpl700117461,Palatine Tonsils,Oral
smpl700117463,Throat,Oral
smpl700117467,Subgingival plaque,Oral
smpl700117471,R_Retroauricular crease,Skin
smpl700117479,Stool,Stool
smpl700117506,Hard palate,Oral
smpl700117508,Buccal mucosa,Oral
smpl700117510,Attached/Keratinized gingiva,Oral
smpl700117514,Throat,Oral
smpl700117516,Supragingival plaque,Oral
smpl700117518,Subgingival plaque,Oral
smpl700117520,Stool,Stool
smpl700117532,Vaginal introitus,Vaginal
smpl700117556,L_Retroauricular crease,Skin
smpl700117558,R_Retroauricular crease,Skin
smpl700117564,Anterior nares,Skin
smpl700117566,Saliva,Oral
smpl700117576,Attached/Keratinized gingiva,Oral
smpl700117578,Palatine Tonsils,Oral
smpl700117580,Throat,Oral
smpl700117584,Subgingival plaque,Oral
smpl700117666,Tongue dorsum,Oral
smpl700117668,Hard palate,Oral
smpl700117670,Buccal mucosa,Oral
smpl700117672,Attached/Keratinized gingiva,Oral
smpl700117674,Palatine Tonsils,Oral
smpl700117676,Throat,Oral
smpl700117678,Supragingival plaque,Oral
smpl700117680,Subgingival plaque,Oral
smpl700117682,Stool,Stool
smpl700117684,L_Retroauricular crease,Skin
smpl700117686,R_Retroauricular crease,Skin
smpl700117688,L_Antecubital fossa,Skin
smpl700117690,R_Antecubital fossa,Skin
smpl700117692,Anterior nares,Skin
smpl700117694,Vaginal introitus,Vaginal
smpl700117696,Mid vagina,Vaginal
smpl700117698,Posterior fornix,Vaginal
smpl700117719,Saliva,Oral
smpl700117723,Tongue dorsum,Oral
smpl700117725,Hard palate,Oral
smpl700117727,Buccal mucosa,Oral
smpl700117729,Attached/Keratinized gingiva,Oral
smpl700117731,Palatine Tonsils,Oral
smpl700117733,Throat,Oral
smpl700117735,Supragingival plaque,Oral
smpl700117737,Subgingival plaque,Oral
smpl700117739,L_Retroauricular crease,Skin
smpl700117741,R_Retroauricular crease,Skin
smpl700117747,Anterior nares,Skin
smpl700117749,Vaginal introitus,Vaginal
smpl700117753,Posterior fornix,Vaginal
smpl700117755,Stool,Stool
smpl700117776,Saliva,Oral
smpl700117780,Tongue dorsum,Oral
smpl700117782,Hard palate,Oral
smpl700117784,Buccal mucosa,Oral
smpl700117786,Attached/Keratinized gingiva,Oral
smpl700117788,Palatine Tonsils,Oral
smpl700117790,Throat,Oral
smpl700117794,Subgingival plaque,Oral
smpl700117796,Stool,Stool
smpl700117798,L_Retroauricular crease,Skin
smpl700117802,L_Antecubital fossa,Skin
smpl700117804,R_Antecubital fossa,Skin
smpl700117806,Anterior nares,Skin
smpl700117812,Posterior fornix,Vaginal
smpl700117885,Tongue dorsum,Oral
smpl700117889,Buccal mucosa,Oral
smpl700117891,Attached/Keratinized gingiva,Oral
smpl700117895,Throat,Oral
smpl700117897,Supragingival plaque,Oral
smpl700117901,L_Retroauricular crease,Skin
smpl700117917,Stool,Stool
smpl700117938,Stool,Stool
smpl700117942,R_Retroauricular crease,Skin
smpl700117948,Anterior nares,Skin
smpl700117950,Vaginal introitus,Vaginal
smpl700117954,Posterior fornix,Vaginal
smpl700117956,Saliva,Oral
smpl700117960,Tongue dorsum,Oral
smpl700117962,Hard palate,Oral
smpl700117964,Buccal mucosa,Oral
smpl700117966,Attached/Keratinized gingiva,Oral
smpl700117968,Palatine Tonsils,Oral
smpl700117970,Throat,Oral
smpl700117972,Supragingival plaque,Oral
smpl700117974,Subgingival plaque,Oral
smpl700119022,Supragingival plaque,Oral
smpl700119024,Subgingival plaque,Oral
smpl700119026,L_Retroauricular crease,Skin
smpl700119028,R_Retroauricular crease,Skin
smpl700119032,R_Antecubital fossa,Skin
smpl700119034,Anterior nares,Skin
smpl700119036,Vaginal introitus,Vaginal
smpl700119040,Posterior fornix,Vaginal
smpl700119127,Stool,Stool
smpl700119135,Saliva,Oral
smpl700119139,Tongue dorsum,Oral
smpl700119141,Hard palate,Oral
smpl700119143,Buccal mucosa,Oral
smpl700119145,Attached/Keratinized gingiva,Oral
smpl700119147,Palatine Tonsils,Oral
smpl700119149,Throat,Oral
smpl700119151,Supragingival plaque,Oral
smpl700119153,Subgingival plaque,Oral
smpl700119155,L_Retroauricular crease,Skin
smpl700119157,R_Retroauricular crease,Skin
smpl700119163,Anterior nares,Skin
smpl700119326,Stool,Stool
smpl700119334,Saliva,Oral
smpl700119338,Tongue dorsum,Oral
smpl700119340,Hard palate,Oral
smpl700119342,Buccal mucosa,Oral
smpl700119344,Attached/Keratinized gingiva,Oral
smpl700119346,Palatine Tonsils,Oral
smpl700119348,Throat,Oral
smpl700119350,Supragingival plaque,Oral
smpl700119352,Subgingival plaque,Oral
smpl700119354,L_Retroauricular crease,Skin
smpl700119356,R_Retroauricular crease,Skin
smpl700119358,L_Antecubital fossa,Skin
smpl700119386,Stool,Stool
smpl700119394,Saliva,Oral
smpl700119398,Tongue dorsum,Oral
smpl700119400,Hard palate,Oral
smpl700119404,Attached/Keratinized gingiva,Oral
smpl700119406,Palatine Tonsils,Oral
smpl700119408,Throat,Oral
smpl700119410,Supragingival plaque,Oral
smpl700119412,Subgingival plaque,Oral
smpl700119414,L_Retroauricular crease,Skin
smpl700119416,R_Retroauricular crease,Skin
smpl700119422,Anterior nares,Skin
smpl700119452,Stool,Stool
smpl700119460,Saliva,Oral
smpl700119464,Tongue dorsum,Oral
smpl700119466,Hard palate,Oral
smpl700119468,Buccal mucosa,Oral
smpl700119472,Palatine Tonsils,Oral
smpl700119474,Throat,Oral
smpl700119476,Supragingival plaque,Oral
smpl700119478,Subgingival plaque,Oral
smpl700119480,L_Retroauricular crease,Skin
smpl700119482,R_Retroauricular crease,Skin
smpl700119488,Anterior nares,Skin
smpl700119490,Vaginal introitus,Vaginal
smpl700119492,Mid vagina,Vaginal
smpl700119650,Stool,Stool
smpl700119658,Saliva,Oral
smpl700119662,Tongue dorsum,Oral
smpl700119664,Hard palate,Oral
smpl700119666,Buccal mucosa,Oral
smpl700119668,Attached/Keratinized gingiva,Oral
smpl700119670,Palatine Tonsils,Oral
smpl700119672,Throat,Oral
smpl700119674,Supragingival plaque,Oral
smpl700119676,Subgingival plaque,Oral
smpl700119680,R_Retroauricular crease,Skin
smpl700119686,Anterior nares,Skin
smpl700119818,Stool,Stool
smpl700119826,Saliva,Oral
smpl700119830,Tongue dorsum,Oral
smpl700119832,Hard palate,Oral
smpl700119834,Buccal mucosa,Oral
smpl700119836,Attached/Keratinized gingiva,Oral
smpl700119838,Palatine Tonsils,Oral
smpl700119842,Supragingival plaque,Oral
smpl700119844,Subgingival plaque,Oral
smpl700119846,L_Retroauricular crease,Skin
smpl700119854,Anterior nares,Skin
smpl700119860,Posterior fornix,Vaginal
smpl700119895,Tongue dorsum,Oral
smpl700119897,Hard palate,Oral
smpl700119899,Buccal mucosa,Oral
smpl700119903,Palatine Tonsils,Oral
smpl700119905,Throat,Oral
smpl700119907,Supragingival plaque,Oral
smpl700119909,Subgingival plaque,Oral
smpl700119917,R_Antecubital fossa,Skin
smpl700119943,Stool,Stool
smpl700119951,Saliva,Oral
smpl700119955,Tongue dorsum,Oral
smpl700119957,Hard palate,Oral
smpl700119959,Buccal mucosa,Oral
smpl700119961,Attached/Keratinized gingiva,Oral
smpl700119963,Palatine Tonsils,Oral
smpl700119965,Throat,Oral
smpl700119967,Supragingival plaque,Oral
smpl700119969,Subgingival plaque,Oral
smpl700119971,L_Retroauricular crease,Skin
smpl700119973,R_Retroauricular crease,Skin
smpl700119979,Anterior nares,Skin
smpl700119985,Posterior fornix,Vaginal
smpl700120152,Saliva,Oral
smpl700120156,Tongue dorsum,Oral
smpl700120158,Hard palate,Oral
smpl700120162,Attached/Keratinized gingiva,Oral
smpl700120164,Palatine Tonsils,Oral
smpl700120166,Throat,Oral
smpl700120170,Subgingival plaque,Oral
smpl700120172,L_Retroauricular crease,Skin
smpl700120174,R_Retroauricular crease,Skin
smpl700120180,Anterior nares,Skin
smpl700120182,Vaginal introitus,Vaginal
smpl700120218,Saliva,Oral
smpl700120222,Tongue dorsum,Oral
smpl700120224,Hard palate,Oral
smpl700120226,Buccal mucosa,Oral
smpl700120232,Throat,Oral
smpl700120234,Supragingival plaque,Oral
smpl700120236,Subgingival plaque,Oral
smpl700120238,L_Retroauricular crease,Skin
smpl700120240,R_Retroauricular crease,Skin
smpl700120246,Anterior nares,Skin
smpl700120372,Stool,Stool
smpl700120384,Tongue dorsum,Oral
smpl700120388,Buccal mucosa,Oral
smpl700120390,Attached/Keratinized gingiva,Oral
smpl700120396,Supragingival plaque,Oral
smpl700120398,Subgingival plaque,Oral
smpl700120400,L_Retroauricular crease,Skin
smpl700120402,R_Retroauricular crease,Skin
smpl700120410,Vaginal introitus,Vaginal
smpl700120412,Mid vagina,Vaginal
smpl700120414,Posterior fornix,Vaginal
smpl700120462,Stool,Stool
smpl700120474,Tongue dorsum,Oral
smpl700120476,Hard palate,Oral
smpl700120478,Buccal mucosa,Oral
smpl700120480,Attached/Keratinized gingiva,Oral
smpl700120482,Palatine Tonsils,Oral
smpl700120484,Throat,Oral
smpl700120486,Supragingival plaque,Oral
smpl700120488,Subgingival plaque,Oral
smpl700120490,L_Retroauricular crease,Skin
smpl700120492,R_Retroauricular crease,Skin
smpl700120494,L_Antecubital fossa,Skin
smpl700120496,R_Antecubital fossa,Skin
smpl700120498,Anterior nares,Skin
smpl700120500,Vaginal introitus,Vaginal
smpl700120504,Posterior fornix,Vaginal
smpl700120536,Saliva,Oral
smpl700120540,Tongue dorsum,Oral
smpl700120544,Buccal mucosa,Oral
smpl700120550,Throat,Oral
smpl700120552,Supragingival plaque,Oral
smpl700120554,Subgingival plaque,Oral
smpl700120556,L_Retroauricular crease,Skin
smpl700120558,R_Retroauricular crease,Skin
smpl700120560,L_Antecubital fossa,Skin
smpl700120566,Vaginal introitus,Vaginal
smpl700120568,Mid vagina,Vaginal
smpl700120570,Posterior fornix,Vaginal
smpl700120594,Stool,Stool
smpl700120602,Saliva,Oral
smpl700120606,Tongue dorsum,Oral
smpl700120612,Attached/Keratinized gingiva,Oral
smpl700120616,Throat,Oral
smpl700120618,Supragingival plaque,Oral
smpl700120620,Subgingival plaque,Oral
smpl700120622,L_Retroauricular crease,Skin
smpl700120626,L_Antecubital fossa,Skin
smpl700120628,R_Antecubital fossa,Skin
smpl700120630,Anterior nares,Skin
smpl700120632,Vaginal introitus,Vaginal
smpl700120634,Mid vagina,Vaginal
smpl700120636,Posterior fornix,Vaginal
smpl700120664,Stool,Stool
smpl700120672,Saliva,Oral
smpl700120676,Tongue dorsum,Oral
smpl700120678,Hard palate,Oral
smpl700120684,Palatine Tonsils,Oral
smpl700120688,Supragingival plaque,Oral
smpl700120690,Subgingival plaque,Oral
smpl700120692,L_Retroauricular crease,Skin
smpl700120694,R_Retroauricular crease,Skin
smpl700120702,Vaginal introitus,Vaginal
smpl700120704,Mid vagina,Vaginal
smpl700120706,Posterior fornix,Vaginal
smpl700120772,Stool,Stool
smpl700120784,Tongue dorsum,Oral
smpl700120792,Palatine Tonsils,Oral
smpl700120794,Throat,Oral
smpl700120796,Supragingival plaque,Oral
smpl700120800,L_Retroauricular crease,Skin
smpl700120802,R_Retroauricular crease,Skin
smpl700120808,Anterior nares,Skin
smpl700120856,Stool,Stool
smpl700120864,Saliva,Oral
smpl700120868,Tongue dorsum,Oral
smpl700120870,Hard palate,Oral
smpl700120872,Buccal mucosa,Oral
smpl700120874,Attached/Keratinized gingiva,Oral
smpl700120876,Palatine Tonsils,Oral
smpl700120878,Throat,Oral
smpl700120880,Supragingival plaque,Oral
smpl700120884,L_Retroauricular crease,Skin
smpl700120886,R_Retroauricular crease,Skin
smpl700120892,Anterior nares,Skin
smpl700120898,Posterior fornix,Vaginal
smpl700120946,Stool,Stool
smpl700120954,Saliva,Oral
smpl700120958,Tongue dorsum,Oral
smpl700120960,Hard palate,Oral
smpl700120962,Buccal mucosa,Oral
smpl700120964,Attached/Keratinized gingiva,Oral
smpl700120966,Palatine Tonsils,Oral
smpl700120968,Throat,Oral
smpl700120970,Supragingival plaque,Oral
smpl700120972,Subgingival plaque,Oral
smpl700120988,Posterior fornix,Vaginal
smpl700121012,Stool,Stool
smpl700121020,Saliva,Oral
smpl700121024,Tongue dorsum,Oral
smpl700121028,Buccal mucosa,Oral
smpl700121030,Attached/Keratinized gingiva,Oral
smpl700121032,Palatine Tonsils,Oral
smpl700121034,Throat,Oral
smpl700121036,Supragingival plaque,Oral
smpl700121038,Subgingival plaque,Oral
smpl700121040,L_Retroauricular crease,Skin
smpl700121042,R_Retroauricular crease,Skin
smpl700121046,R_Antecubital fossa,Skin
smpl700121054,Posterior fornix,Vaginal
smpl700121102,Stool,Stool
smpl700121110,Saliva,Oral
smpl700121114,Tongue dorsum,Oral
smpl700121118,Buccal mucosa,Oral
smpl700121120,Attached/Keratinized gingiva,Oral
smpl700121122,Palatine Tonsils,Oral
smpl700121124,Throat,Oral
smpl700121140,Vaginal introitus,Vaginal
smpl700121142,Mid vagina,Vaginal
smpl700121144,Posterior fornix,Vaginal
smpl700121165,Stool,Stool
smpl700121173,Saliva,Oral
smpl700121177,Tongue dorsum,Oral
smpl700121179,Hard palate,Oral
smpl700121187,Throat,Oral
smpl700121189,Supragingival plaque,Oral
smpl700121191,Subgingival plaque,Oral
smpl700121264,Stool,Stool
smpl700121272,Saliva,Oral
smpl700121276,Tongue dorsum,Oral
smpl700121280,Buccal mucosa,Oral
smpl700121282,Attached/Keratinized gingiva,Oral
smpl700121284,Palatine Tonsils,Oral
smpl700121288,Supragingival plaque,Oral
smpl700121290,Subgingival plaque,Oral
smpl700121329,Saliva,Oral
smpl700121333,Tongue dorsum,Oral
smpl700121341,Palatine Tonsils,Oral
smpl700121343,Throat,Oral
smpl700121349,L_Retroauricular crease,Skin
smpl700121351,R_Retroauricular crease,Skin
smpl700121353,L_Antecubital fossa,Skin
smpl700121355,R_Antecubital fossa,Skin
smpl700121357,Anterior nares,Skin
smpl700121431,Stool,Stool
smpl700121439,Saliva,Oral
smpl700121443,Tongue dorsum,Oral
smpl700121445,Hard palate,Oral
smpl700121447,Buccal mucosa,Oral
smpl700121449,Attached/Keratinized gingiva,Oral
